test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
NM_133897	Lrrc8c	Lrrc8c	chr5:105948489-106037973	SVZ_IZ	VZ	OK	1.86081	3.74993	1.01094	-3.28208	0.00103044	0.00311626	yes
NM_019797	Trip4	Trip4	chr9:65676732-65756601	SVZ_IZ	VZ	OK	1.91898	3.86728	1.01098	-4.04688	5.19E-05	0.000203455	yes
NM_027490	Dcp2	Dcp2	chr18:44540153-44584623	CP	VZ	OK	6.19369	12.4838	1.01119	-7.08525	1.39E-12	1.37E-11	yes
NM_133784	Wwtr1	Wwtr1	chr3:57259565-57379832	SVZ_IZ	VZ	OK	13.9453	28.1103	1.01132	-5.63233	1.78E-08	1.16E-07	yes
NM_133705	Pycr2	Pycr2	chr1:182834404-182838219	CP	VZ	OK	21.3399	43.0181	1.01139	-6.68764	2.27E-11	2.01E-10	yes
NM_001170489	Aplf	Aplf	chr6:87578422-87622162	SVZ_IZ	VZ	OK	1.14611	2.31095	1.01175	-2.65598	0.00790777	0.0192891	yes
NM_028662	Slc35b2	Slc35b2	chr17:45701100-45704618	CP	VZ	OK	15.6285	31.5199	1.01208	-6.70377	2.03E-11	1.81E-10	yes
NM_001205361	Dcun1d1	Dcun1d1	chr3:35791026-35831888	CP	VZ	OK	6.62407	13.3601	1.01214	-6.21147	5.25E-10	4.07E-09	yes
NM_001159521	Plxnb2	Plxnb2	chr15:88985978-89011218	CP	VZ	OK	22.6075	45.6006	1.01226	-7.42413	1.13E-13	1.23E-12	yes
NM_199446	Phkb	Phkb	chr8:88364900-88584541	CP	VZ	OK	4.78949	9.66166	1.0124	-6.23037	4.65E-10	3.63E-09	yes
NM_022015	Taf8	Taf8	chr17:47624998-47639236	CP	VZ	OK	6.77456	13.6702	1.01283	-6.003	1.94E-09	1.41E-08	yes
NM_011565	Tead2	Tead2	chr7:52471122-52488989	SVZ_IZ	VZ	OK	105.88	213.655	1.01285	-6.1522	7.64E-10	5.81E-09	yes
NM_009285	Stc1	Stc1	chr14:69647345-69659458	CP	VZ	OK	0.961593	1.94046	1.0129	-3.70227	0.000213678	0.000748667	yes
NM_010150	Nr2f6	Nr2f6	chr8:73898017-73905851	CP	VZ	OK	9.71438	19.6086	1.01329	-6.1157	9.61E-10	7.23E-09	yes
NM_172453	Pif1	Pif1	chr9:65435011-65443769	SVZ_IZ	VZ	OK	4.41466	8.91137	1.01335	-4.47024	7.81E-06	3.54E-05	yes
NM_029619	Msrb2	Msrb2	chr2:19293262-19316597	SVZ_IZ	VZ	OK	4.45539	8.9937	1.01336	-3.23296	0.00122517	0.00364341	yes
NM_009741	Bcl2	Bcl2	chr1:108434755-108610867	SVZ_IZ	VZ	OK	3.72825	7.52701	1.01358	-4.91879	8.71E-07	4.53E-06	yes
NM_001081214	Pprc1	Pprc1	chr19:46131028-46147399	CP	VZ	OK	5.04845	10.193	1.01367	-6.4404	1.19E-10	9.86E-10	yes
NM_009473	Nr1h2	Nr1h2	chr7:51805002-51809293	CP	VZ	OK	17.1053	34.5377	1.01373	-6.70261	2.05E-11	1.82E-10	yes
NM_146009	Cep290	Cep290	chr10:99950922-100051893	CP	VZ	OK	1.40134	2.82954	1.01376	-5.21066	1.88E-07	1.08E-06	yes
NM_008441	Kif1b	Kif1b	chr4:148550429-148681807	SVZ_IZ	VZ	OK	6.73021	13.5907	1.0139	-5.55809	2.73E-08	1.75E-07	yes
NM_001171616	Myt1	Myt1	chr2:181498036-181562480	CP	VZ	OK	1.41269	2.8529	1.01398	-3.99238	6.54E-05	0.00025211	yes
NM_029342	Nhej1	Nhej1	chr1:75013919-75121800	SVZ_IZ	VZ	OK	3.10521	6.27152	1.01413	-2.72414	0.00644683	0.0160732	yes
NM_026146	Eps8l1	Eps8l1	chr7:4416343-4430844	SVZ_IZ	VZ	OK	1.31781	2.66162	1.01416	-2.97317	0.00294737	0.00800814	yes
NM_176972	Usp37	Usp37	chr1:74455957-74634602	CP	VZ	OK	6.00605	12.1327	1.01441	-7.02801	2.09E-12	2.04E-11	yes
NM_023058	Pkmyt1	Pkmyt1	chr17:23863302-23877297	SVZ_IZ	VZ	OK	6.79084	13.718	1.01441	-4.23132	2.32E-05	9.73E-05	yes
NM_177092	Msrb3	Msrb3	chr10:120218156-120336027	SVZ_IZ	VZ	OK	1.93492	3.90888	1.01448	-3.63634	0.000276538	0.000947829	yes
NM_018761	Ctnnal1	Ctnnal1	chr4:56823806-56878083	SVZ_IZ	VZ	OK	3.91019	7.89938	1.0145	-4.37069	1.24E-05	5.43E-05	yes
NM_001163454	Prorsd1	Prorsd1	chr11:29411756-29415033	CP	VZ	OK	0.895708	1.80963	1.01459	-2.41559	0.0157098	0.0351626	yes
NM_198605	Ska3	Ska3	chr14:58425397-58445000	SVZ_IZ	VZ	OK	8.95395	18.092	1.01476	-4.66618	3.07E-06	1.47E-05	yes
NM_175400	Sephs1	Sephs1	chr2:4802609-4831602	CP	VZ	OK	22.9849	46.4565	1.0152	-7.55123	4.31E-14	4.83E-13	yes
NM_008566	Mcm5	Mcm5	chr8:77633426-77652338	SVZ_IZ	VZ	OK	32.894	66.4876	1.01526	-6.06392	1.33E-09	9.84E-09	yes
NM_023480	Fahd1	Fahd1	chr17:24985840-24987247	CP	VZ	OK	7.99679	16.1639	1.01528	-5.13333	2.85E-07	1.59E-06	yes
NM_148929	Slc9a8	Slc9a8	chr2:167247220-167302498	CP	VZ	OK	2.58001	5.21513	1.01532	-4.97261	6.61E-07	3.49E-06	yes
NM_027376	Fuz	Fuz	chr7:52151448-52184860	SVZ_IZ	VZ	OK	6.40205	12.9554	1.01694	-3.93931	8.17E-05	0.000309774	yes
NM_001001806	Zfp36l2	Zfp36l2	chr17:84583268-84587287	SVZ_IZ	VZ	OK	6.20106	12.5489	1.01698	-4.76369	1.90E-06	9.42E-06	yes
NM_001122832	Eps15l1	Eps15l1	chr8:74864895-74945373	CP	VZ	OK	1.54421	3.12504	1.017	-3.79698	0.000146471	0.000530084	yes
NM_029282	Tti1	Tti1	chr2:157807538-157835096	CP	VZ	OK	5.10189	10.327	1.01732	-6.06295	1.34E-09	9.89E-09	yes
NM_153805	Pkn3	Pkn3	chr2:29934285-29949155	SVZ_IZ	VZ	OK	1.61818	3.27561	1.01739	-3.28686	0.0010131	0.00306964	yes
NM_145367	Txndc5	Txndc5	chr13:38592143-38620329	CP	VZ	OK	16.1365	32.6679	1.01754	-7.00335	2.50E-12	2.41E-11	yes
NM_001077510	Gnas	Gnas	chr2:174106737-174172243	SVZ_IZ	VZ	OK	25.9006	52.4384	1.01764	-5.14736	2.64E-07	1.48E-06	yes
NM_009733	Axin1	Axin1	chr17:26275630-26332756	SVZ_IZ	VZ	OK	3.63696	7.36458	1.01787	-3.98575	6.73E-05	0.00025866	yes
NM_026560	Cdca8	Cdca8	chr4:124595708-124614161	SVZ_IZ	VZ	OK	53.0097	107.346	1.01794	-5.95211	2.65E-09	1.90E-08	yes
NM_023268	Qsox1	Qsox1	chr1:157625284-157660029	CP	VZ	OK	2.33224	4.72361	1.01817	-3.67197	0.000240692	0.000834875	yes
NM_016714	Nup50	Nup50	chr15:84753857-84773393	CP	VZ	OK	13.5801	27.5148	1.01871	-7.33052	2.29E-13	2.42E-12	yes
NM_012012	Exo1	Exo1	chr1:177810908-177841527	SVZ_IZ	VZ	OK	3.74728	7.59276	1.01878	-4.74113	2.13E-06	1.05E-05	yes
NM_173383	Dnd1	Dnd1	chr18:36919892-36925868	CP	VZ	OK	0.854353	1.73121	1.01887	-2.48072	0.0131117	0.0300288	yes
NM_011797	Car14	Car14	chr3:95697843-95708562	SVZ_IZ	VZ	OK	6.21513	12.594	1.01888	-3.90564	9.40E-05	0.00035232	yes
NM_009154	Sema5a	Sema5a	chr15:32174567-32626096	SVZ_IZ	VZ	OK	12.3996	25.1266	1.01892	-6.02363	1.71E-09	1.25E-08	yes
NM_029617	Casc5	Casc5	chr2:118872854-118929857	SVZ_IZ	VZ	OK	3.60585	7.30703	1.01894	-4.88642	1.03E-06	5.29E-06	yes
NM_030749	Sil1	Sil1	chr18:35426049-35658579	CP	VZ	OK	6.30553	12.7807	1.01927	-5.13027	2.89E-07	1.61E-06	yes
NM_026499	Srsf6	Srsf6	chr2:162757243-162762856	CP	VZ	OK	65.1231	132.004	1.01934	-7.40487	1.31E-13	1.42E-12	yes
NM_001081354	Mamld1	Mamld1	chrX:68303430-68407892	CP	VZ	OK	0.557892	1.13151	1.02019	-2.42483	0.0153154	0.0343879	yes
NM_001205158	Yipf2	Yipf2	chr9:21351337-21400414	CP	VZ	OK	1.15566	2.34418	1.02037	-2.38697	0.0169877	0.0376308	yes
NM_130877	Peg10	Peg10	chr6:4697305-4710516	SVZ_IZ	VZ	OK	4.82144	9.78111	1.02054	-5.12888	2.91E-07	1.62E-06	yes
NM_175558	Zfp446	Zfp446	chr7:13563196-13571065	CP	VZ	OK	0.973499	1.97502	1.02062	-3.62594	0.000287908	0.000983362	yes
NM_007659	Cdk1	Cdk1	chr10:68799382-68815660	SVZ_IZ	VZ	OK	33.8224	68.6199	1.02065	-6.06401	1.33E-09	9.84E-09	yes
NM_027203	Leng1	Leng1	chr7:3596870-3629155	CP	VZ	OK	6.42319	13.0319	1.02068	-5.48876	4.05E-08	2.54E-07	yes
NM_001143776	Fam13c	Fam13c	chr10:69903415-70062039	SVZ_IZ	VZ	OK	1.72724	3.50452	1.02075	-3.12653	0.00176882	0.00506458	yes
NM_018867	Cpxm2	Cpxm2	chr7:139234492-139346424	SVZ_IZ	VZ	OK	0.70752	1.43556	1.02077	-2.68267	0.00730361	0.0179689	yes
NM_025853	Dsn1	Dsn1	chr2:156820797-156832811	SVZ_IZ	VZ	OK	9.89844	20.0864	1.02094	-4.78893	1.68E-06	8.38E-06	yes
NM_007597	Canx	Canx	chr11:50107458-50139175	CP	VZ	OK	33.9278	68.8595	1.02119	-7.4391	1.01E-13	1.10E-12	yes
NM_001081321	Pds5a	Pds5a	chr5:66006498-66089095	CP	VZ	OK	10.551	21.4164	1.02134	-7.01512	2.30E-12	2.23E-11	yes
NM_028222	Cdkn3	Cdkn3	chr14:47380215-47391200	SVZ_IZ	VZ	OK	10.8332	21.9922	1.02153	-3.53755	0.000403852	0.00133389	yes
NM_007533	Bckdha	Bckdha	chr7:26414870-26443780	CP	VZ	OK	23.5686	47.85	1.02165	-7.01022	2.38E-12	2.31E-11	yes
NM_172288	Nup133	Nup133	chr8:126421022-126473165	CP	VZ	OK	7.64331	15.5196	1.02182	-7.10489	1.20E-12	1.19E-11	yes
NM_010256	Gart	Gart	chr16:91621641-91647217	CP	VZ	OK	19.1207	38.8287	1.02198	-7.36698	1.75E-13	1.86E-12	yes
NM_024207	Derl1	Derl1	chr15:57701056-57723973	CP	VZ	OK	10.3884	21.098	1.02213	-6.80562	1.01E-11	9.20E-11	yes
NM_145554	Ldlrap1	Ldlrap1	chr4:134301326-134323919	SVZ_IZ	VZ	OK	0.689641	1.40073	1.02226	-2.50826	0.0121328	0.0280706	yes
NM_028037	Acad10	Acad10	chr5:122071037-122110519	CP	VZ	OK	0.310709	0.631131	1.02238	-2.45061	0.0142614	0.032313	yes
NM_178640	B3galnt2	B3galnt2	chr13:14046940-14131867	CP	VZ	OK	5.44266	11.0567	1.02254	-6.12005	9.35E-10	7.05E-09	yes
NM_001003919	Ddx11	Ddx11	chr17:66472859-66501508	SVZ_IZ	VZ	OK	3.48977	7.08949	1.02255	-4.35451	1.33E-05	5.82E-05	yes
NM_001177568	Gm14420	Gm14420	chr2:177249446-177263899	CP	VZ	OK	2.53361	5.14812	1.02285	-5.3979	6.74E-08	4.10E-07	yes
NR_003623	Gm5069	Gm5069	chr1:182257099-182353790	CP	VZ	OK	5.69903	11.5809	1.02296	-6.17054	6.81E-10	5.20E-09	yes
NM_199196	Suz12	Suz12	chr11:79806607-79847625	CP	VZ	OK	16.8485	34.2379	1.02297	-7.37897	1.59E-13	1.71E-12	yes
NM_008622	Mpv17	Mpv17	chr5:31443033-31456615	CP	VZ	OK	13.3552	27.1445	1.02326	-6.27378	3.52E-10	2.79E-09	yes
NM_001162932	Rmi2	Rmi2	chr16:10835151-10843328	SVZ_IZ	VZ	OK	3.47482	7.06309	1.02336	-4.25116	2.13E-05	8.96E-05	yes
NM_027891	Lrwd1	Lrwd1	chr5:136598935-136611944	CP	VZ	OK	12.6098	25.6335	1.02348	-6.54065	6.13E-11	5.21E-10	yes
NM_001177629	Grb10	Grb10	chr11:11830501-11937423	SVZ_IZ	VZ	OK	36.1757	73.5494	1.02369	-6.01253	1.83E-09	1.33E-08	yes
NM_007634	Ccnf	Ccnf	chr17:24360176-24388354	SVZ_IZ	VZ	OK	14.4309	29.3401	1.02371	-5.51632	3.46E-08	2.19E-07	yes
NM_025897	Rrp8	Rrp8	chr7:112880243-112892852	CP	VZ	OK	5.39605	10.973	1.02398	-5.75956	8.43E-09	5.72E-08	yes
NM_001113563	Stat5b	Stat5b	chr11:100642044-100711899	SVZ_IZ	VZ	OK	2.97075	6.04307	1.02445	-4.36154	1.29E-05	5.65E-05	yes
NM_001253834	Atp2c1	Atp2c1	chr9:105313691-105423587	CP	VZ	OK	1.33856	2.72296	1.02449	-3.71797	0.000200832	0.000707615	yes
NM_011592	Timm44	Timm44	chr8:4259730-4275905	CP	VZ	OK	18.3552	37.341	1.02457	-6.74875	1.49E-11	1.34E-10	yes
NM_001195003	Kat7	Kat7	chr11:95133166-95171560	CP	VZ	OK	5.93144	12.0685	1.02479	-6.64125	3.11E-11	2.72E-10	yes
NM_001165952	Trim45	Trim45	chr3:100726415-100740848	SVZ_IZ	VZ	OK	1.12883	2.29735	1.02515	-2.72732	0.00638504	0.0159329	yes
NM_001037279	2700094K13Rik	2700094K13Rik	chr2:84509377-84510865	SVZ_IZ	VZ	OK	39.6206	80.6396	1.02524	-4.37239	1.23E-05	5.39E-05	yes
NM_001166213	Fam129c	Fam129c	chr8:74121544-74132048	SVZ_IZ	VZ	OK	0.639937	1.30264	1.02544	-2.38138	0.0172478	0.0381403	yes
NM_029342	Nhej1	Nhej1	chr1:75013919-75121800	CP	VZ	OK	3.08069	6.27152	1.02556	-3.26074	0.00111121	0.00333717	yes
NM_009517	Zmat3	Zmat3	chr3:32233715-32266360	CP	VZ	OK	5.20611	10.5994	1.0257	-7.00225	2.52E-12	2.43E-11	yes
NM_023060	Eefsec	Eefsec	chr6:88207327-88396533	CP	VZ	OK	7.03901	14.3381	1.02641	-6.07682	1.23E-09	9.12E-09	yes
NM_013871	Mapk12	Mapk12	chr15:88961013-88971133	SVZ_IZ	VZ	OK	3.48772	7.10462	1.02647	-3.52883	0.000417395	0.00137408	yes
NM_013546	Hebp1	Hebp1	chr6:135087536-135118233	CP	VZ	OK	1.25487	2.55654	1.02665	-2.47763	0.0132259	0.0302662	yes
NM_145706	Nup43	Nup43	chr10:7387301-7398684	CP	VZ	OK	12.6108	25.6932	1.02673	-5.73103	9.98E-09	6.72E-08	yes
NM_012042	Cul1	Cul1	chr6:47404322-47476138	CP	VZ	OK	57.3065	116.78	1.02702	-7.59162	3.15E-14	3.58E-13	yes
NM_011439	Sox13	Sox13	chr1:135278876-135320789	SVZ_IZ	VZ	OK	4.44667	9.06352	1.02735	-4.35396	1.34E-05	5.83E-05	yes
NM_144818	Ncaph	Ncaph	chr2:126929545-126959690	SVZ_IZ	VZ	OK	22.1154	45.0827	1.02752	-5.77867	7.53E-09	5.14E-08	yes
NR_015531	Dancr	Dancr	chr5:74489107-74490361	CP	VZ	OK	4.89008	9.97056	1.02782	-3.98665	6.70E-05	0.000257777	yes
NM_028021	Myh14	Myh14	chr7:51861172-51926213	CP	VZ	OK	0.350806	0.715378	1.02803	-3.22588	0.00125588	0.00372409	yes
NM_009658	Akr1b3	Akr1b3	chr6:34253929-34267489	CP	VZ	OK	2.84926	5.81057	1.02809	-3.03482	0.00240682	0.00667551	yes
NM_053072	Fgd6	Fgd6	chr10:93498745-93608084	SVZ_IZ	VZ	OK	0.618899	1.26251	1.02852	-3.39357	0.00068989	0.00217372	yes
NM_001162494	Fzd6	Fzd6	chr15:38837825-38869736	CP	VZ	OK	1.06806	2.17902	1.02869	-3.69226	0.000222271	0.000775897	yes
NM_027801	2610015P09Rik	2610015P09Rik	chr16:43890014-43964427	CP	VZ	OK	1.42199	2.90115	1.02871	-4.22495	2.39E-05	9.98E-05	yes
NM_011394	Slc20a2	Slc20a2	chr8:23573085-23680088	CP	VZ	OK	4.50439	9.19264	1.02915	-5.91264	3.37E-09	2.39E-08	yes
NM_017368	Celf1	Celf1	chr2:90780553-90859654	SVZ_IZ	VZ	OK	2.55667	5.2178	1.02918	-3.87064	0.000108549	0.00040214	yes
NM_001253809	Racgap1	Racgap1	chr15:99450927-99482087	SVZ_IZ	VZ	OK	4.59525	9.37865	1.02924	-3.89876	9.67E-05	0.00036167	yes
NM_133676	Osgep	Osgep	chr14:51535048-51544568	CP	VZ	OK	25.0741	51.1785	1.02934	-7.0072	2.43E-12	2.35E-11	yes
NM_177475	Zfp280b	Zfp280b	chr10:75495356-75505714	CP	VZ	OK	2.37771	4.85391	1.02958	-5.43374	5.52E-08	3.39E-07	yes
NR_002891	Gm5512	Gm5512	chr10:5914188-5943372	CP	VZ	OK	1.35316	2.76279	1.0298	-2.5004	0.0124052	0.0286339	yes
