test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
NM_001164481	Sipa1	Sipa1	chr19:5651184-5663707	SVZ_IZ	VZ	OK	0.410566	0	-1.79769e+308	-1.79769e+308	0.000378362	0.00125673	yes
NM_001164566	Spats2l	Spats2l	chr1:57831704-58005241	SVZ_IZ	VZ	OK	0.547593	0	-1.79769e+308	-1.79769e+308	4.03E-05	0.00016148	yes
NM_001165932	Ucma	Ucma	chr2:4897167-4906794	SVZ_IZ	VZ	OK	0.464689	0	-1.79769e+308	-1.79769e+308	0.00874927	0.021066	yes
NM_001168358	Tyw3	Tyw3	chr3:154239483-154286146	SVZ_IZ	VZ	OK	0.717592	0	-1.79769e+308	-1.79769e+308	5.99E-06	2.76E-05	yes
NM_001168668	Fam114a2	Fam114a2	chr11:57296491-57332146	SVZ_IZ	VZ	OK	0.928283	0	-1.79769e+308	-1.79769e+308	6.61E-05	0.000254572	yes
NM_001170433	Ppfibp1	Ppfibp1	chr6:146837015-146980545	SVZ_IZ	VZ	OK	1.09007	0	-1.79769e+308	-1.79769e+308	1.53E-08	1.01E-07	yes
NM_001170967	Wdr33	Wdr33	chr18:31963710-32068641	SVZ_IZ	VZ	OK	0.715209	0	-1.79769e+308	-1.79769e+308	0.00979707	0.0232624	yes
NM_001174049	Cacna2d2	Cacna2d2	chr9:107302210-107431674	SVZ_IZ	VZ	OK	0.567433	0	-1.79769e+308	-1.79769e+308	2.31E-07	1.31E-06	yes
NM_001177353	Myc	Myc	chr15:61816895-61821916	SVZ_IZ	VZ	OK	4.56499	0	-1.79769e+308	-1.79769e+308	6.89E-13	6.99E-12	yes
NM_001193666_3	Gm13304	Gm13304	chr4:41763293-42104673	SVZ_IZ	VZ	OK	0.608722	0	-1.79769e+308	-1.79769e+308	0.00540634	0.0137427	yes
NM_001193666_5	Gm13304	Gm13304	chr4:41763293-42104673	SVZ_IZ	VZ	OK	0.608722	0	-1.79769e+308	-1.79769e+308	0.00540634	0.0137427	yes
NM_001195130	Phc2	Phc2	chr4:128331945-128430125	SVZ_IZ	VZ	OK	0.93574	0	-1.79769e+308	-1.79769e+308	6.50E-07	3.44E-06	yes
NM_001198766	Postn	Postn	chr3:54165028-54194963	SVZ_IZ	VZ	OK	0.714862	0	-1.79769e+308	-1.79769e+308	1.63E-06	8.18E-06	yes
NM_001205312	Tyk2	Tyk2	chr9:20908511-20935719	SVZ_IZ	VZ	OK	0.409497	0	-1.79769e+308	-1.79769e+308	9.48E-05	0.000355347	yes
NM_001205313	Stat1	Stat1	chr1:52176281-52218709	SVZ_IZ	VZ	OK	0.373388	0	-1.79769e+308	-1.79769e+308	0.000141746	0.000514315	yes
NM_001205391	Atg16l1	Atg16l1	chr1:89652585-89689003	SVZ_IZ	VZ	OK	0.864578	0	-1.79769e+308	-1.79769e+308	1.80E-05	7.71E-05	yes
NM_001242383	Slc4a10	Slc4a10	chr2:61884571-62164800	SVZ_IZ	VZ	OK	0.478697	0	-1.79769e+308	-1.79769e+308	2.88E-06	1.39E-05	yes
NM_001252260	Npm1	Npm1	chr11:33052497-33063206	SVZ_IZ	VZ	OK	1.45122	0	-1.79769e+308	-1.79769e+308	0.000282694	0.000967014	yes
NM_001252387	Fam19a2	Fam19a2	chr10:122701131-123178260	SVZ_IZ	VZ	OK	1.96933	0	-1.79769e+308	-1.79769e+308	6.95E-12	6.43E-11	yes
NM_001252394	Slc25a19	Slc25a19	chr11:115475494-115489609	SVZ_IZ	VZ	OK	0.841223	0	-1.79769e+308	-1.79769e+308	0.000218011	0.00076251	yes
NM_001252575	Slc35c2	Slc35c2	chr2:165102021-165113338	SVZ_IZ	VZ	OK	2.5853	0	-1.79769e+308	-1.79769e+308	1.44E-07	8.35E-07	yes
NM_001252580	Usp8	Usp8	chr2:126533063-126585050	SVZ_IZ	VZ	OK	0.530171	0	-1.79769e+308	-1.79769e+308	8.92E-05	0.00033582	yes
NM_001252665	Epb4.9	Epb4.9	chr14:71001990-71035855	SVZ_IZ	VZ	OK	0.317442	0	-1.79769e+308	-1.79769e+308	0.000324737	0.00109527	yes
NM_001253356	Hs3st5	Hs3st5	chr10:36226612-36554200	SVZ_IZ	VZ	OK	1.60312	0	-1.79769e+308	-1.79769e+308	8.63E-10	6.52E-09	yes
NM_001253890	Prkar1b	Prkar1b	chr5:139493257-139606340	SVZ_IZ	VZ	OK	0.361152	0	-1.79769e+308	-1.79769e+308	0.00562342	0.0142318	yes
NM_001256001	Cacna1c	Cacna1c	chr6:118542313-119171632	SVZ_IZ	VZ	OK	0.41892	0	-1.79769e+308	-1.79769e+308	1.46E-06	7.37E-06	yes
NM_001256132	Nipa2	Nipa2	chr7:63097440-63217863	SVZ_IZ	VZ	OK	2.12445	0	-1.79769e+308	-1.79769e+308	8.19E-09	5.56E-08	yes
NM_001256382	Rims2	Rims2	chr15:39029831-39515918	SVZ_IZ	VZ	OK	1.30832	0	-1.79769e+308	-1.79769e+308	1.01E-11	9.23E-11	yes
NM_001267583	Zfp811	Zfp811	chr17:32932620-32946876	SVZ_IZ	VZ	OK	0.740389	0	-1.79769e+308	-1.79769e+308	2.37E-05	9.89E-05	yes
NM_001271491	Tfe3	Tfe3	chrX:7339786-7352328	SVZ_IZ	VZ	OK	0.321399	0	-1.79769e+308	-1.79769e+308	0.00455836	0.0118401	yes
NM_001271745	Dnmt3b	Dnmt3b	chr2:153475184-153513466	SVZ_IZ	VZ	OK	0.394388	0	-1.79769e+308	-1.79769e+308	0.000165268	0.000592179	yes
NM_001271757	Wnt5b	Wnt5b	chr6:119382548-119494365	SVZ_IZ	VZ	OK	1.19735	0	-1.79769e+308	-1.79769e+308	9.02E-06	4.04E-05	yes
NM_001276279	Cyld	Cyld	chr8:91220926-91275845	SVZ_IZ	VZ	OK	0.561692	0	-1.79769e+308	-1.79769e+308	4.14E-07	2.26E-06	yes
NM_001276317	Uba1	Uba1	chrX:20235427-20260305	SVZ_IZ	VZ	OK	0.71302	0	-1.79769e+308	-1.79769e+308	1.39E-05	6.07E-05	yes
NM_001276443	Gpr155	Gpr155	chr2:73179562-73224537	SVZ_IZ	VZ	OK	0.40738	0	-1.79769e+308	-1.79769e+308	8.13E-05	0.000308403	yes
NM_001276684	Arc	Arc	chr15:74499510-74503000	SVZ_IZ	VZ	OK	0.944833	0	-1.79769e+308	-1.79769e+308	1.22E-06	6.20E-06	yes
NM_007550	Blm	Blm	chr7:87599878-87680005	SVZ_IZ	VZ	OK	0.492464	0	-1.79769e+308	-1.79769e+308	3.51E-05	0.000141865	yes
NM_008797	Pcx	Pcx	chr19:4510471-4621752	SVZ_IZ	VZ	OK	1.32831	0	-1.79769e+308	-1.79769e+308	4.34E-08	2.71E-07	yes
NM_009289	Slk	Slk	chr19:47654508-47719736	SVZ_IZ	VZ	OK	0.472695	0	-1.79769e+308	-1.79769e+308	4.27E-06	2.01E-05	yes
NM_009371	Tgfbr2	Tgfbr2	chr9:115996812-116084481	SVZ_IZ	VZ	OK	0.66863	0	-1.79769e+308	-1.79769e+308	1.60E-06	8.04E-06	yes
NM_010166	Eya3	Eya3	chr4:132194960-132280678	SVZ_IZ	VZ	OK	1.29458	0	-1.79769e+308	-1.79769e+308	4.63E-09	3.23E-08	yes
NM_010443	Hmox2	Hmox2	chr16:4726360-4789935	SVZ_IZ	VZ	OK	1.03422	0	-1.79769e+308	-1.79769e+308	0.00208174	0.00586399	yes
NM_010762	Mal	Mal	chr2:127458961-127482431	SVZ_IZ	VZ	OK	0.322665	0	-1.79769e+308	-1.79769e+308	0.00018058	0.000642529	yes
NM_011054	Pde1c	Pde1c	chr6:56019797-56319628	SVZ_IZ	VZ	OK	0.394359	0	-1.79769e+308	-1.79769e+308	2.63E-05	0.000108787	yes
NM_011117	Plec	Plec	chr15:76001403-76061808	SVZ_IZ	VZ	OK	0.596698	0	-1.79769e+308	-1.79769e+308	4.20E-12	3.99E-11	yes
NM_011332	Ccl17	Ccl17	chr8:97334352-97335936	SVZ_IZ	VZ	OK	0.85888	0	-1.79769e+308	-1.79769e+308	0.0090531	0.0217131	yes
NM_011748	Zfp14	Zfp14	chr7:30821377-30836415	SVZ_IZ	VZ	OK	0.675253	0	-1.79769e+308	-1.79769e+308	4.41E-05	0.000175244	yes
NM_013643	Ptpn5	Ptpn5	chr7:54333169-54389054	SVZ_IZ	VZ	OK	0.512116	0	-1.79769e+308	-1.79769e+308	0.000361396	0.00120639	yes
NM_016663	Syt3	Syt3	chr7:51639495-51655400	SVZ_IZ	VZ	OK	1.2571	0	-1.79769e+308	-1.79769e+308	5.82E-06	2.69E-05	yes
NM_016865	Htatip2	Htatip2	chr7:57014475-57029369	SVZ_IZ	VZ	OK	0.29612	0	-1.79769e+308	-1.79769e+308	0.004334	0.011327	yes
NM_019959	C1qtnf1	C1qtnf1	chr11:118289770-118316309	SVZ_IZ	VZ	OK	0.437943	0	-1.79769e+308	-1.79769e+308	7.90E-06	3.57E-05	yes
NM_022007	Fxyd7	Fxyd7	chr7:31827533-31836473	SVZ_IZ	VZ	OK	0.36715	0	-1.79769e+308	-1.79769e+308	0.0210541	0.045391	yes
NM_023336	Brd3	Brd3	chr2:27301100-27331193	SVZ_IZ	VZ	OK	0.379783	0	-1.79769e+308	-1.79769e+308	0.00012981	0.000474616	yes
NM_023449	Slc9a3r2	Slc9a3r2	chr17:24776226-24787250	SVZ_IZ	VZ	OK	1.38285	0	-1.79769e+308	-1.79769e+308	4.45E-05	0.000176985	yes
NM_024406	Fabp4	Fabp4	chr3:10204342-10208576	SVZ_IZ	VZ	OK	0.607007	0	-1.79769e+308	-1.79769e+308	0.0090531	0.0217131	yes
NM_028220	Wdr17	Wdr17	chr8:55714968-55809721	SVZ_IZ	VZ	OK	0.565646	0	-1.79769e+308	-1.79769e+308	2.46E-05	0.00010266	yes
NM_030249	Cttnbp2nl	Cttnbp2nl	chr3:104804832-104856064	SVZ_IZ	VZ	OK	0.404805	0	-1.79769e+308	-1.79769e+308	0.000134905	0.000491791	yes
NM_130885	Oxr1	Oxr1	chr15:41279027-41692593	SVZ_IZ	VZ	OK	0.689257	0	-1.79769e+308	-1.79769e+308	6.06E-06	2.79E-05	yes
NM_133663	Itgb4	Itgb4	chr11:115836038-115874033	SVZ_IZ	VZ	OK	0.318591	0	-1.79769e+308	-1.79769e+308	1.65E-06	8.24E-06	yes
NM_139292	Reep6	Reep6	chr10:79792889-79799186	SVZ_IZ	VZ	OK	1.19199	0	-1.79769e+308	-1.79769e+308	2.55E-06	1.24E-05	yes
NM_146072	Grik1	Grik1	chr16:87896141-88290503	SVZ_IZ	VZ	OK	0.340825	0	-1.79769e+308	-1.79769e+308	0.00057824	0.00185017	yes
NM_173001	Kdm3a	Kdm3a	chr6:71538965-71582899	SVZ_IZ	VZ	OK	2.32549	0	-1.79769e+308	-1.79769e+308	6.84E-12	6.34E-11	yes
NM_173408	Dcun1d3	Dcun1d3	chr7:126996676-127039259	SVZ_IZ	VZ	OK	0.669234	0	-1.79769e+308	-1.79769e+308	1.19E-06	6.08E-06	yes
NM_177249	Usp47	Usp47	chr7:119167019-119254900	SVZ_IZ	VZ	OK	0.864552	0	-1.79769e+308	-1.79769e+308	2.27E-07	1.28E-06	yes
NM_178597	Camk2g	Camk2g	chr14:21554096-21613310	SVZ_IZ	VZ	OK	0.624577	0	-1.79769e+308	-1.79769e+308	5.52E-05	0.000215338	yes
NM_181988	Rerg	Rerg	chr6:137003345-137119017	SVZ_IZ	VZ	OK	0.45329	0	-1.79769e+308	-1.79769e+308	0.001724	0.00494906	yes
NM_198018	Abr	Abr	chr11:76230235-76391229	SVZ_IZ	VZ	OK	0.575028	0	-1.79769e+308	-1.79769e+308	9.47E-06	4.23E-05	yes
NM_198020	Trmt1	Trmt1	chr8:87213145-87223707	SVZ_IZ	VZ	OK	1.56926	0	-1.79769e+308	-1.79769e+308	4.73E-06	2.21E-05	yes
NM_198301	Fam105a	Fam105a	chr15:27584825-27611297	SVZ_IZ	VZ	OK	0.373297	0	-1.79769e+308	-1.79769e+308	0.00121495	0.00361738	yes
NM_207669	Gabpb1	Gabpb1	chr2:126454642-126502073	SVZ_IZ	VZ	OK	1.41275	0	-1.79769e+308	-1.79769e+308	2.26E-06	1.11E-05	yes
NR_015468	2900079G21Rik	2900079G21Rik	chr9:111967594-112251429	SVZ_IZ	VZ	OK	1.42994	0	-1.79769e+308	-1.79769e+308	0.000225542	0.000786416	yes
NR_038083	Six3os1	Six3os1	chr17:86001271-86017736	SVZ_IZ	VZ	OK	0.424084	0	-1.79769e+308	-1.79769e+308	2.66E-05	0.000110121	yes
NR_040275	9330179D12Rik	9330179D12Rik	chr6:127075726-127162437	SVZ_IZ	VZ	OK	0.322475	0	-1.79769e+308	-1.79769e+308	0.0157382	0.035211	yes
NR_040430	Gm15787	Gm15787	chr5:110564858-110605523	SVZ_IZ	VZ	OK	0.361722	0	-1.79769e+308	-1.79769e+308	0.00773676	0.0189262	yes
NR_045436	2700054A10Rik	2700054A10Rik	chr17:13679886-13746960	SVZ_IZ	VZ	OK	1.58339	0	-1.79769e+308	-1.79769e+308	2.56E-10	2.05E-09	yes
NR_045546	Zfp410	Zfp410	chr12:85657808-85685389	SVZ_IZ	VZ	OK	4.66805	0	-1.79769e+308	-1.79769e+308	1.58E-12	1.55E-11	yes
NR_073167	Nol8	Nol8	chr13:49748446-49774385	SVZ_IZ	VZ	OK	0.642719	0	-1.79769e+308	-1.79769e+308	5.92E-06	2.73E-05	yes
NM_001005425	Zfp663	Zfp663	chr2:165176796-165187619	SVZ_IZ	VZ	OK	1.78948	0.89397	-1.00124	2.8588	0.00425243	0.0111356	yes
NR_045964	Gm1976	Gm1976	chr17:95149439-95234139	SVZ_IZ	VZ	OK	3.58291	1.78915	-1.00185	2.79597	0.00517444	0.0132373	yes
NM_178277	Hmgxb3	Hmgxb3	chr18:61290930-61336704	SVZ_IZ	VZ	OK	9.74582	4.86446	-1.00251	4.83847	1.31E-06	6.65E-06	yes
NM_001243163	Sox5	Sox5	chr6:143776944-144158088	SVZ_IZ	VZ	OK	19.1972	9.58142	-1.00259	5.89114	3.84E-09	2.70E-08	yes
NM_008804	Pde9a	Pde9a	chr17:31523178-31613254	SVZ_IZ	VZ	OK	21.4306	10.6956	-1.00265	4.68477	2.80E-06	1.36E-05	yes
NM_172856	Cers6	Cers6	chr2:68699613-68949347	SVZ_IZ	VZ	OK	8.43414	4.20661	-1.00358	4.52214	6.12E-06	2.82E-05	yes
NM_173187	2310035C23Rik	2310035C23Rik	chr1:107560437-107651708	SVZ_IZ	VZ	OK	6.16472	3.0676	-1.00693	4.32849	1.50E-05	6.49E-05	yes
NM_001190374	Adamtsl3	Adamtsl3	chr7:89484203-89762958	SVZ_IZ	VZ	OK	0.653574	0.324937	-1.00819	2.72069	0.00651452	0.016224	yes
NM_001039154	Cdh8	Cdh8	chr8:101552668-101940357	SVZ_IZ	VZ	OK	12.9473	6.43405	-1.00885	4.80054	1.58E-06	7.94E-06	yes
NM_001198833	Ddr1	Ddr1	chr17:35818511-35841084	SVZ_IZ	VZ	OK	7.33795	3.64632	-1.00893	3.89772	9.71E-05	0.000363144	yes
NM_080853	Slc17a6	Slc17a6	chr7:58877199-58926496	SVZ_IZ	VZ	OK	29.5946	14.7045	-1.00908	5.92391	3.14E-09	2.24E-08	yes
NM_001042727	Rarg	Rarg	chr15:102065370-102087914	SVZ_IZ	VZ	OK	3.08266	1.53142	-1.00931	2.94626	0.00321646	0.00865111	yes
NM_015800	Crim1	Crim1	chr17:78599587-78775932	SVZ_IZ	VZ	OK	6.2065	3.08286	-1.00951	4.6949	2.67E-06	1.30E-05	yes
NM_001101507	Clec2l	Clec2l	chr6:38613068-38630864	SVZ_IZ	VZ	OK	2.58934	1.28493	-1.0109	2.44022	0.0146783	0.0331248	yes
NM_001142697	Tpgs2	Tpgs2	chr18:24867945-25327378	SVZ_IZ	VZ	OK	5.86132	2.90812	-1.01114	3.74095	0.000183326	0.000651318	yes
NM_027407	Ica1l	Ica1l	chr1:60045911-60099931	SVZ_IZ	VZ	OK	1.99912	0.991826	-1.01121	3.06892	0.00214837	0.00603369	yes
NM_172784	Lrp11	Lrp11	chr10:7309597-7345275	SVZ_IZ	VZ	OK	19.1391	9.49537	-1.01123	5.2802	1.29E-07	7.55E-07	yes
NM_001163329	Ralyl	Ralyl	chr3:13471654-14182287	SVZ_IZ	VZ	OK	8.45226	4.19293	-1.01138	3.69965	0.000215898	0.000755731	yes
NM_010092	Dyrk1b	Dyrk1b	chr7:28964501-28972317	SVZ_IZ	VZ	OK	4.16127	2.06309	-1.01222	2.88846	0.00387138	0.0102316	yes
NM_001081276	Clasp1	Clasp1	chr1:120285634-120506039	SVZ_IZ	VZ	OK	5.91186	2.92998	-1.01272	4.59029	4.43E-06	2.08E-05	yes
NM_008105	Gcnt2	Gcnt2	chr13:40955136-41056261	SVZ_IZ	VZ	OK	2.57818	1.27775	-1.01275	3.35536	0.000792605	0.00246609	yes
NM_001004293	Amigo1	Amigo1	chr3:107989252-107994695	SVZ_IZ	VZ	OK	4.87825	2.41752	-1.01284	3.96329	7.39E-05	0.000282289	yes
NM_134022	6330403K07Rik	6330403K07Rik	chr11:70845442-70847119	SVZ_IZ	VZ	OK	356.846	176.67	-1.01425	6.40044	1.55E-10	1.27E-09	yes
NM_020283	B3galt1	B3galt1	chr2:67942728-67960939	SVZ_IZ	VZ	OK	5.32645	2.63592	-1.01487	4.39241	1.12E-05	4.95E-05	yes
NM_001115076	Camsap1	Camsap1	chr2:25782357-25838802	SVZ_IZ	VZ	OK	1.07057	0.529773	-1.01493	2.70363	0.00685865	0.0169891	yes
NM_025404	Arl4d	Arl4d	chr11:101526854-101529146	SVZ_IZ	VZ	OK	33.7762	16.7117	-1.01515	4.80203	1.57E-06	7.88E-06	yes
NM_001024136	Anks6	Anks6	chr4:47028560-47070178	SVZ_IZ	VZ	OK	2.64938	1.31073	-1.01528	3.2986	0.000971677	0.00295612	yes
NM_001039147	Morf4l1	Morf4l1	chr9:89986506-90009658	SVZ_IZ	VZ	OK	13.7351	6.79459	-1.01541	3.88398	0.000102762	0.000382474	yes
NM_016759	Rundc3a	Rundc3a	chr11:102254716-102264253	SVZ_IZ	VZ	OK	90.566	44.791	-1.01576	6.25566	3.96E-10	3.11E-09	yes
NM_013681	Syn2	Syn2	chr6:115084919-115232644	SVZ_IZ	VZ	OK	8.16568	4.03822	-1.01586	4.41976	9.88E-06	4.40E-05	yes
NM_016972	Slc7a8	Slc7a8	chr14:55341051-55400723	SVZ_IZ	VZ	OK	2.27926	1.12676	-1.01639	3.28009	0.00103775	0.00313702	yes
NM_001017983	Foxred2	Foxred2	chr15:77770951-77787152	SVZ_IZ	VZ	OK	10.7249	5.30146	-1.01651	5.03953	4.67E-07	2.53E-06	yes
NM_001271857	Add2	Add2	chr6:85978674-86074403	SVZ_IZ	VZ	OK	1.23591	0.610856	-1.01667	2.87315	0.00406405	0.0106891	yes
NM_178607	Rnf24	Rnf24	chr2:131088235-131178628	SVZ_IZ	VZ	OK	12.5579	6.20028	-1.01819	5.35948	8.35E-08	5.01E-07	yes
NM_027922	Ankle2	Ankle2	chr5:110660022-110685670	SVZ_IZ	VZ	OK	3.55918	1.75715	-1.0183	3.53824	0.0004028	0.00133092	yes
NM_001081378	Kidins220	Kidins220	chr12:25659796-25744562	SVZ_IZ	VZ	OK	58.7217	28.988	-1.01844	6.52842	6.65E-11	5.65E-10	yes
NR_045880	Gm15612	Gm15612	chr6:88792551-88824038	SVZ_IZ	VZ	OK	5.69428	2.81099	-1.01844	3.81797	0.000134555	0.000490619	yes
NM_001177659	Odf2	Odf2	chr2:29745239-29787266	SVZ_IZ	VZ	OK	6.51485	3.21581	-1.01855	3.86718	0.000110103	0.000407549	yes
NM_009553	Zscan2	Zscan2	chr7:88006993-88021399	SVZ_IZ	VZ	OK	19.7977	9.77018	-1.01888	4.88122	1.05E-06	5.42E-06	yes
NM_027739	B4galnt1	B4galnt1	chr10:126602211-126609396	SVZ_IZ	VZ	OK	4.26525	2.10401	-1.01949	2.96163	0.00306015	0.00828296	yes
NM_194061	D630045J12Rik	D630045J12Rik	chr6:37998482-38204009	SVZ_IZ	VZ	OK	13.5665	6.69097	-1.01976	6.13557	8.49E-10	6.42E-09	yes
NM_001098528	Kcnb2	Kcnb2	chr1:15302532-15704295	SVZ_IZ	VZ	OK	0.825234	0.406962	-1.01991	2.70313	0.00686892	0.0170105	yes
NR_046475	Meg3	Meg3	chr12:110779205-110809939	SVZ_IZ	VZ	OK	2.3884	1.17704	-1.02088	2.27543	0.02288	0.0487494	yes
NR_040287	A730020E08Rik	A730020E08Rik	chr6:61125597-62332857	SVZ_IZ	VZ	OK	8.18209	4.03051	-1.02151	3.55657	0.00037573	0.00124902	yes
NM_001113325	Gria1	Gria1	chr11:56825119-57143746	SVZ_IZ	VZ	OK	3.51262	1.72994	-1.02182	3.79717	0.000146355	0.000529744	yes
NM_001029877	Nova2	Nova2	chr7:19511236-19550668	SVZ_IZ	VZ	OK	28.7922	14.179	-1.02192	6.43041	1.27E-10	1.05E-09	yes
NM_026239	Tmem35	Tmem35	chrX:130829763-130840508	SVZ_IZ	VZ	OK	49.7007	24.474	-1.02202	5.65792	1.53E-08	1.01E-07	yes
NM_015753	Zeb2	Zeb2	chr2:44839153-44969604	SVZ_IZ	VZ	OK	32.4684	15.9711	-1.02358	6.51165	7.43E-11	6.29E-10	yes
NM_133829	Mfsd6	Mfsd6	chr1:52713147-52784162	SVZ_IZ	VZ	OK	4.31846	2.1238	-1.02387	4.07202	4.66E-05	0.000184375	yes
NM_028940	Clvs1	Clvs1	chr4:9196463-9596309	SVZ_IZ	VZ	OK	23.5831	11.5938	-1.0244	5.58337	2.36E-08	1.52E-07	yes
